year,ssp,alpha3,FractionPrimarytreatment,FractionSecondarytreatment,FractionTertiarytreatment,FractionQuarternarytreatment
2050,SSP1,LBR,0.30,0.34,0.00,0.00
2050,SSP1,LBY,0.77,0.15,0.00,0.00
2050,SSP1,LCA,0.00,0.00,0.18,0.18
2050,SSP1,LIE,0.00,0.00,0.50,0.50
2050,SSP1,LKA,0.00,0.01,0.36,0.00
2050,SSP1,LSO,0.00,0.35,0.02,0.00
2050,SSP1,LTU,0.00,0.00,0.46,0.46
2050,SSP1,LUX,0.00,0.00,0.49,0.49
2050,SSP1,LVA,0.00,0.00,0.46,0.46
2050,SSP1,MAR,0.32,0.59,0.00,0.00
2050,SSP1,MDA,0.00,0.61,0.11,0.00
2050,SSP1,MDG,0.21,0.38,0.00,0.00
2050,SSP1,MEX,0.00,0.82,0.15,0.00
2050,SSP1,MKD,0.00,0.75,0.12,0.00
2050,SSP1,MLI,0.17,0.35,0.00,0.00
2050,SSP1,MLT,0.00,0.56,0.42,0.00
2050,SSP1,MMR,0.00,0.23,0.16,0.00
2050,SSP1,MNG,0.00,0.00,0.36,0.36
2050,SSP1,MOZ,0.21,0.30,0.00,0.00
2050,SSP1,MRT,0.00,0.30,0.02,0.00
2050,SSP1,MSR,0.00,0.01,0.65,0.00
2050,SSP1,MTQ,0.00,0.73,0.07,0.00
2050,SSP1,MUS,0.00,0.12,0.35,0.00
2050,SSP1,MWI,0.25,0.32,0.00,0.00
2050,SSP1,MYS,0.00,0.38,0.57,0.00
2050,SSP1,NAM,0.01,0.54,0.00,0.00
2050,SSP1,NCL,0.00,0.52,0.33,0.00
2050,SSP1,NER,0.32,0.23,0.00,0.00
2050,SSP1,NGA,0.00,0.44,0.06,0.00
2050,SSP1,NIC,0.00,0.44,0.26,0.00
2050,SSP1,NLD,0.00,0.00,0.50,0.50
2050,SSP1,NOR,0.00,0.00,0.47,0.47
2050,SSP1,NPL,0.10,0.47,0.00,0.00
2050,SSP1,NZL,0.00,0.00,0.47,0.47
2050,SSP1,OMN,0.00,0.00,0.13,0.13
2050,SSP1,PAK,0.13,0.53,0.00,0.00
2050,SSP1,PAN,0.00,0.00,0.34,0.34
2050,SSP1,PER,0.19,0.75,0.00,0.00
2050,SSP1,PHL,0.00,0.20,0.26,0.00
2050,SSP1,PNG,0.00,0.52,0.00,0.00
2050,SSP1,POL,0.00,0.00,0.46,0.46
2050,SSP1,PRI,0.06,0.93,0.00,0.00
2050,SSP1,PRK,0.00,0.24,0.43,0.00
2050,SSP1,PRT,0.00,0.27,0.50,0.00
2050,SSP1,PRY,0.00,0.00,0.23,0.23
2050,SSP1,QAT,0.00,0.00,0.45,0.45
2050,SSP1,REU,0.68,0.30,0.00,0.00
2050,SSP1,ROU,0.00,0.00,0.37,0.37
2050,SSP1,RUS,0.00,0.51,0.44,0.00
2050,SSP1,RWA,0.12,0.45,0.00,0.00
2050,SSP1,SAU,0.00,0.00,0.33,0.33
2050,SSP1,SEN,0.12,0.36,0.00,0.00
2050,SSP1,SGP,0.00,0.00,0.50,0.50
2050,SSP1,SLB,0.60,0.25,0.00,0.00
2050,SSP1,SLE,0.21,0.26,0.00,0.00
2050,SSP1,SLV,0.06,0.59,0.00,0.00
2050,SSP1,SOM,0.81,0.04,0.00,0.00
2050,SSP1,SPM,0.00,0.68,0.26,0.00
2050,SSP1,STP,0.21,0.31,0.00,0.00
2050,SSP1,SUR,0.00,0.00,0.13,0.13
2050,SSP1,SVK,0.00,0.13,0.78,0.00
2050,SSP1,SVN,0.00,0.00,0.37,0.37
2050,SSP1,SWE,0.00,0.00,0.48,0.48
2050,SSP1,SWZ,0.00,0.11,0.20,0.00
2050,SSP1,SYR,0.75,0.16,0.00,0.00
2050,SSP1,TCA,0.00,0.00,0.22,0.22
2050,SSP1,TCD,0.13,0.25,0.03,0.00
2050,SSP1,TGO,0.17,0.28,0.00,0.00
2050,SSP1,THA,0.00,0.00,0.21,0.21
2050,SSP1,TJK,0.00,0.62,0.01,0.00
2050,SSP1,TKM,0.00,0.00,0.31,0.28
2050,SSP1,TLS,0.00,0.07,0.62,0.00
2050,SSP1,TON,0.00,0.06,0.16,0.00
2050,SSP1,TTO,0.00,0.00,0.15,0.15
2050,SSP1,TUN,0.00,0.58,0.27,0.00
2050,SSP1,TUR,0.00,0.03,0.90,0.00
2050,SSP1,TZA,0.00,0.49,0.01,0.00
2050,SSP1,UGA,0.11,0.49,0.00,0.00
2050,SSP1,UKR,0.00,0.77,0.09,0.00
2050,SSP1,URY,0.00,0.64,0.12,0.00
2050,SSP1,USA,0.00,0.00,0.46,0.46
2050,SSP1,UZB,0.00,0.46,0.18,0.00
2050,SSP1,VCT,0.00,0.00,0.17,0.12
2050,SSP1,VEN,0.00,0.99,0.01,0.00
2050,SSP1,VIR,0.00,0.66,0.11,0.00
2050,SSP1,VNM,0.00,0.22,0.21,0.00
2050,SSP1,VUT,0.09,0.42,0.00,0.00
2050,SSP1,WSM,0.00,0.05,0.15,0.00
2050,SSP1,YEM,0.33,0.26,0.00,0.00
2050,SSP1,ZAF,0.00,0.62,0.17,0.00
2050,SSP1,ZMB,0.00,0.52,0.05,0.00
2050,SSP1,ZWE,0.32,0.38,0.00,0.00
2100,SSP1,ABW,0.00,0.00,0.45,0.45
2100,SSP1,AFG,0.00,0.00,0.46,0.46
2100,SSP1,AGO,0.00,0.00,0.34,0.34
2100,SSP1,AIA,0.00,0.00,0.50,0.50
2100,SSP1,ALB,0.00,0.23,0.75,0.00
2100,SSP1,AND,0.00,0.00,0.50,0.50
2100,SSP1,ARE,0.00,0.00,0.49,0.49
2100,SSP1,ARG,0.00,0.04,0.88,0.00
2100,SSP1,ARM,0.00,0.60,0.37,0.00
2100,SSP1,ASM,0.00,0.00,0.49,0.49
2100,SSP1,AUS,0.00,0.00,0.49,0.49
2100,SSP1,AUT,0.00,0.00,0.49,0.49
2100,SSP1,AZE,0.00,0.00,0.41,0.41
2100,SSP1,BDI,0.00,0.00,0.46,0.46
2100,SSP1,BEL,0.00,0.00,0.50,0.50
2100,SSP1,BEN,0.00,0.34,0.60,0.00
2100,SSP1,BFA,0.00,0.51,0.45,0.00
2100,SSP1,BGD,0.00,0.04,0.82,0.00
2100,SSP1,BGR,0.00,0.00,0.49,0.49
2100,SSP1,BHR,0.00,0.00,0.48,0.48
2100,SSP1,BHS,0.00,0.00,0.26,0.26
2100,SSP1,BIH,0.00,0.38,0.56,0.00
2100,SSP1,BLR,0.00,0.00,0.49,0.49
2100,SSP1,BLZ,0.00,0.00,0.36,0.36
2100,SSP1,BOL,0.00,0.00,0.48,0.48
2100,SSP1,BRA,0.00,0.00,0.49,0.49
2100,SSP1,BRB,0.00,0.00,0.16,0.16
2100,SSP1,BRN,0.00,0.00,0.48,0.48
2100,SSP1,BTN,0.00,0.00,0.38,0.38
2100,SSP1,BWA,0.00,0.00,0.13,0.13
2100,SSP1,CAF,0.08,0.86,0.00,0.00
2100,SSP1,CAN,0.00,0.00,0.49,0.49
2100,SSP1,CHE,0.00,0.00,0.49,0.49
2100,SSP1,CHL,0.00,0.00,0.50,0.50
2100,SSP1,CHN,0.00,0.00,0.48,0.48
2100,SSP1,CIV,0.00,0.20,0.68,0.00
2100,SSP1,CMR,0.00,0.21,0.53,0.00
2100,SSP1,COD,0.00,0.08,0.87,0.00
2100,SSP1,COG,0.00,0.00,0.48,0.48
2100,SSP1,COL,0.00,0.00,0.49,0.49
2100,SSP1,COM,0.00,0.00,0.44,0.44
2100,SSP1,CPV,0.00,0.22,0.38,0.00
2100,SSP1,CRI,0.00,0.00,0.38,0.38
2100,SSP1,CUB,0.00,0.44,0.44,0.00
2100,SSP1,CYP,0.00,0.00,0.49,0.49
2100,SSP1,CZE,0.00,0.00,0.48,0.48
2100,SSP1,DEU,0.00,0.00,0.49,0.49
2100,SSP1,DJI,0.00,0.00,0.47,0.47
2100,SSP1,DMA,0.00,0.00,0.42,0.42
2100,SSP1,DNK,0.00,0.00,0.48,0.48
2100,SSP1,DOM,0.00,0.00,0.38,0.38
2100,SSP1,DZA,0.00,0.14,0.82,0.00
2100,SSP1,ECU,0.00,0.00,0.48,0.48
2100,SSP1,EGY,0.00,0.00,0.48,0.48
2100,SSP1,ERI,0.00,0.61,0.31,0.00
2100,SSP1,ESH,0.00,0.00,0.47,0.47
2100,SSP1,ESP,0.00,0.00,0.50,0.50
2100,SSP1,EST,0.00,0.00,0.49,0.49
2100,SSP1,ETH,0.00,0.00,0.47,0.47
2100,SSP1,FIN,0.00,0.00,0.49,0.49
2100,SSP1,FJI,0.00,0.28,0.64,0.00
2100,SSP1,FLK,0.00,0.00,0.47,0.47
2100,SSP1,FRA,0.00,0.00,0.49,0.49
2100,SSP1,FRO,0.00,0.00,0.45,0.45
2100,SSP1,GAB,0.00,0.23,0.38,0.00
2100,SSP1,GBR,0.00,0.00,0.50,0.50
2100,SSP1,GEO,0.00,0.53,0.44,0.00
2100,SSP1,GHA,0.00,0.06,0.75,0.00
2100,SSP1,GIN,0.00,0.47,0.45,0.00
2100,SSP1,GLP,0.00,0.00,0.50,0.50
2100,SSP1,GMB,0.00,0.66,0.12,0.00
2100,SSP1,GNB,0.00,0.58,0.38,0.00
2100,SSP1,GNQ,0.00,0.00,0.14,0.14
2100,SSP1,GRC,0.00,0.00,0.49,0.49
2100,SSP1,GRD,0.00,0.00,0.37,0.37
2100,SSP1,GRL,0.00,0.00,0.48,0.48
2100,SSP1,GTM,0.00,0.00,0.49,0.49
2100,SSP1,GUF,0.00,0.00,0.47,0.47
2100,SSP1,GUY,0.00,0.00,0.28,0.28
2100,SSP1,HKG,0.00,0.00,0.50,0.50
2100,SSP1,HND,0.00,0.00,0.48,0.48
2100,SSP1,HRV,0.00,0.00,0.43,0.43
2100,SSP1,HTI,0.00,0.00,0.48,0.48
2100,SSP1,HUN,0.00,0.00,0.49,0.49
2100,SSP1,IDN,0.00,0.00,0.43,0.43
2100,SSP1,IND,0.00,0.00,0.43,0.43
2100,SSP1,IRL,0.00,0.00,0.48,0.48
2100,SSP1,IRN,0.00,0.01,0.58,0.00
2100,SSP1,IRQ,0.00,0.00,0.44,0.44
2100,SSP1,ISL,0.00,0.00,0.49,0.49
2100,SSP1,ISR,0.00,0.00,0.50,0.50
2100,SSP1,ITA,0.00,0.00,0.49,0.49
2100,SSP1,JAM,0.00,0.00,0.36,0.36
2100,SSP1,JOR,0.00,0.00,0.50,0.50
2100,SSP1,JPN,0.00,0.00,0.48,0.48
2100,SSP1,KAZ,0.00,0.00,0.38,0.38
2100,SSP1,KEN,0.00,0.00,0.46,0.46
2100,SSP1,KGZ,0.00,0.31,0.57,0.00
2100,SSP1,KHM,0.00,0.00,0.73,0.21
2100,SSP1,KNA,0.00,0.00,0.37,0.37
2100,SSP1,KOR,0.00,0.00,0.49,0.49
2100,SSP1,KWT,0.00,0.00,0.50,0.50
2100,SSP1,LAO,0.00,0.00,0.46,0.46
2100,SSP1,LBN,0.17,0.80,0.00,0.00
2100,SSP1,LBR,0.00,0.01,0.96,0.00
2100,SSP1,LBY,0.00,0.65,0.34,0.00
2100,SSP1,LCA,0.00,0.00,0.33,0.33
2100,SSP1,LIE,0.00,0.00,0.50,0.50
2100,SSP1,LKA,0.00,0.00,0.30,0.30
2100,SSP1,LSO,0.00,0.02,0.77,0.00
2100,SSP1,LTU,0.00,0.00,0.48,0.48
2100,SSP1,LUX,0.00,0.00,0.49,0.49
2100,SSP1,LVA,0.00,0.00,0.48,0.48
2100,SSP1,MAR,0.00,0.28,0.71,0.00
2100,SSP1,MDA,0.00,0.31,0.57,0.00
2100,SSP1,MDG,0.00,0.00,0.48,0.48
2100,SSP1,MEX,0.00,0.00,0.50,0.50
2100,SSP1,MKD,0.00,0.00,0.55,0.44
2100,SSP1,MLI,0.00,0.15,0.82,0.00
2100,SSP1,MLT,0.00,0.00,0.89,0.10
2100,SSP1,MMR,0.00,0.00,0.33,0.33
2100,SSP1,MNG,0.00,0.00,0.48,0.48
2100,SSP1,MOZ,0.00,0.22,0.73,0.00
2100,SSP1,MRT,0.00,0.24,0.39,0.00
2100,SSP1,MSR,0.00,0.00,0.42,0.42
2100,SSP1,MTQ,0.00,0.00,0.48,0.48
2100,SSP1,MUS,0.00,0.00,0.33,0.33
2100,SSP1,MWI,0.00,0.00,0.47,0.47
2100,SSP1,MYS,0.00,0.00,0.48,0.48
2100,SSP1,NAM,0.00,0.19,0.54,0.00
2100,SSP1,NCL,0.00,0.00,0.46,0.46
2100,SSP1,NER,0.00,0.10,0.81,0.00
2100,SSP1,NGA,0.00,0.00,0.48,0.48
2100,SSP1,NIC,0.00,0.00,0.49,0.49
2100,SSP1,NLD,0.00,0.00,0.50,0.50
2100,SSP1,NOR,0.00,0.00,0.50,0.50
2100,SSP1,NPL,0.00,0.00,0.47,0.47
2100,SSP1,NZL,0.00,0.00,0.49,0.49
2100,SSP1,OMN,0.00,0.00,0.20,0.20
2100,SSP1,PAK,0.00,0.00,0.48,0.48
2100,SSP1,PAN,0.00,0.00,0.44,0.44
2100,SSP1,PER,0.00,0.05,0.93,0.00
2100,SSP1,PHL,0.00,0.00,0.42,0.42
2100,SSP1,PNG,0.00,0.00,0.46,0.46
2100,SSP1,POL,0.00,0.00,0.49,0.49
2100,SSP1,PRI,0.00,0.40,0.60,0.00
2100,SSP1,PRK,0.00,0.23,0.58,0.00
2100,SSP1,PRT,0.00,0.00,0.47,0.47
2100,SSP1,PRY,0.00,0.00,0.40,0.40
2100,SSP1,QAT,0.00,0.00,0.46,0.46
2100,SSP1,REU,0.00,0.00,0.49,0.49
2100,SSP1,ROU,0.00,0.00,0.45,0.45
2100,SSP1,RUS,0.00,0.00,0.48,0.48
2100,SSP1,RWA,0.00,0.00,0.47,0.47
2100,SSP1,SAU,0.00,0.00,0.42,0.42
2100,SSP1,SEN,0.00,0.32,0.57,0.00
2100,SSP1,SGP,0.00,0.00,0.50,0.50
2100,SSP1,SLB,0.00,0.49,0.38,0.00
2100,SSP1,SLE,0.00,0.67,0.25,0.00
2100,SSP1,SLV,0.00,0.00,0.85,0.08
2100,SSP1,SOM,0.00,0.83,0.11,0.00
2100,SSP1,SPM,0.00,0.00,0.49,0.49
2100,SSP1,STP,0.00,0.54,0.13,0.00
2100,SSP1,SUR,0.00,0.00,0.25,0.25
2100,SSP1,SVK,0.00,0.00,0.49,0.49
2100,SSP1,SVN,0.00,0.00,0.49,0.49
2100,SSP1,SWE,0.00,0.00,0.49,0.49
2100,SSP1,SWZ,0.00,0.00,0.31,0.31
2100,SSP1,SYR,0.16,0.82,0.00,0.00
2100,SSP1,TCA,0.00,0.00,0.39,0.39
2100,SSP1,TCD,0.00,0.36,0.54,0.00
2100,SSP1,TGO,0.00,0.56,0.40,0.00
2100,SSP1,THA,0.00,0.00,0.30,0.30
2100,SSP1,TJK,0.00,0.31,0.62,0.00
2100,SSP1,TKM,0.00,0.00,0.34,0.34
2100,SSP1,TLS,0.00,0.00,0.48,0.48
2100,SSP1,TON,0.00,0.00,0.22,0.22
2100,SSP1,TTO,0.00,0.00,0.18,0.18
2100,SSP1,TUN,0.00,0.13,0.84,0.00
2100,SSP1,TUR,0.00,0.00,0.49,0.49
2100,SSP1,TZA,0.00,0.00,0.47,0.47
2100,SSP1,UGA,0.00,0.00,0.47,0.47
2100,SSP1,UKR,0.00,0.00,0.48,0.48
2100,SSP1,URY,0.00,0.08,0.81,0.00
2100,SSP1,USA,0.00,0.00,0.49,0.49
2100,SSP1,UZB,0.00,0.00,0.52,0.37
2100,SSP1,VCT,0.00,0.00,0.25,0.25
2100,SSP1,VEN,0.00,0.00,0.50,0.50
2100,SSP1,VIR,0.00,0.00,0.49,0.49
2100,SSP1,VNM,0.00,0.00,0.34,0.34
2100,SSP1,VUT,0.00,0.15,0.72,0.00
2100,SSP1,WSM,0.00,0.00,0.19,0.19
2100,SSP1,YEM,0.00,0.74,0.21,0.00
2100,SSP1,ZAF,0.00,0.02,0.96,0.00
2100,SSP1,ZMB,0.00,0.00,0.48,0.48
2100,SSP1,ZWE,0.00,0.00,0.47,0.47
2025,SSP2,ABW,0.08,0.00,0.19,0.00
2025,SSP2,AFG,0.10,0.01,0.01,0.00
2025,SSP2,AGO,0.11,0.01,0.00,0.00
2025,SSP2,AIA,0.03,0.00,0.17,0.00
2025,SSP2,ALB,0.19,0.14,0.01,0.00
2025,SSP2,AND,0.02,0.63,0.29,0.00
2025,SSP2,ARE,0.12,0.56,0.17,0.00
2025,SSP2,ARG,0.30,0.13,0.01,0.00
2025,SSP2,ARM,0.36,0.11,0.00,0.00
2025,SSP2,ASM,0.05,0.39,0.11,0.00
2025,SSP2,AUS,0.20,0.23,0.38,0.00
2025,SSP2,AUT,0.00,0.01,0.92,0.00
2025,SSP2,AZE,0.24,0.07,0.01,0.00
2025,SSP2,BDI,0.06,0.02,0.00,0.00
2025,SSP2,BEL,0.00,0.07,0.74,0.00
2025,SSP2,BEN,0.08,0.02,0.00,0.00
2025,SSP2,BFA,0.08,0.02,0.00,0.00
2025,SSP2,BGD,0.09,0.05,0.00,0.00
2025,SSP2,BGR,0.01,0.25,0.32,0.00
2025,SSP2,BHR,0.12,0.16,0.61,0.00
2025,SSP2,BHS,0.07,0.04,0.04,0.00
2025,SSP2,BIH,0.13,0.15,0.01,0.00
2025,SSP2,BLR,0.03,0.54,0.24,0.00
2025,SSP2,BLZ,0.05,0.07,0.03,0.00
2025,SSP2,BOL,0.24,0.09,0.02,0.00
2025,SSP2,BRA,0.17,0.19,0.02,0.00
2025,SSP2,BRB,0.02,0.01,0.03,0.00
2025,SSP2,BRN,0.00,0.30,0.10,0.00
2025,SSP2,BTN,0.02,0.08,0.05,0.00
2025,SSP2,BWA,0.05,0.00,0.02,0.00
2025,SSP2,CAF,0.05,0.00,0.00,0.00
2025,SSP2,CAN,0.11,0.50,0.20,0.00
2025,SSP2,CHE,0.00,0.15,0.83,0.00
2025,SSP2,CHL,0.23,0.18,0.37,0.00
2025,SSP2,CHN,0.11,0.16,0.16,0.00
2025,SSP2,CIV,0.10,0.05,0.00,0.00
2025,SSP2,CMR,0.06,0.02,0.00,0.00
2025,SSP2,COD,0.09,0.02,0.00,0.00
2025,SSP2,COG,0.01,0.07,0.04,0.00
2025,SSP2,COL,0.44,0.09,0.01,0.00
2025,SSP2,COM,0.08,0.02,0.02,0.00
2025,SSP2,CPV,0.14,0.07,0.00,0.00
2025,SSP2,CRI,0.04,0.06,0.07,0.00
2025,SSP2,CUB,0.24,0.07,0.00,0.00
2025,SSP2,CYP,0.00,0.38,0.12,0.00
2025,SSP2,CZE,0.00,0.07,0.74,0.00
2025,SSP2,DEU,0.01,0.02,0.94,0.00
2025,SSP2,DJI,0.07,0.05,0.03,0.00
2025,SSP2,DMA,0.05,0.05,0.07,0.00
2025,SSP2,DNK,0.02,0.02,0.88,0.00
2025,SSP2,DOM,0.16,0.08,0.08,0.00
2025,SSP2,DZA,0.42,0.06,0.00,0.00
2025,SSP2,ECU,0.24,0.05,0.01,0.00
2025,SSP2,EGY,0.18,0.26,0.03,0.00
2025,SSP2,ERI,0.07,0.01,0.00,0.00
2025,SSP2,ESH,0.05,0.31,0.03,0.00
2025,SSP2,ESP,0.02,0.26,0.68,0.00
2025,SSP2,EST,0.01,0.10,0.72,0.00
2025,SSP2,ETH,0.09,0.01,0.02,0.00
2025,SSP2,FIN,0.00,0.00,0.86,0.00
2025,SSP2,FJI,0.22,0.03,0.01,0.00
2025,SSP2,FLK,0.07,0.25,0.02,0.00
2025,SSP2,FRA,0.00,0.22,0.61,0.00
2025,SSP2,FRO,0.03,0.62,0.24,0.00
2025,SSP2,GAB,0.08,0.01,0.00,0.00
2025,SSP2,GBR,0.00,0.35,0.61,0.00
2025,SSP2,GEO,0.26,0.08,0.00,0.00
2025,SSP2,GHA,0.07,0.04,0.00,0.00
2025,SSP2,GIN,0.11,0.03,0.00,0.00
2025,SSP2,GLP,0.12,0.27,0.06,0.00
2025,SSP2,GMB,0.08,0.00,0.00,0.00
2025,SSP2,GNB,0.09,0.01,0.00,0.00
2025,SSP2,GNQ,0.04,0.00,0.00,0.00
2025,SSP2,GRC,0.09,0.13,0.59,0.00
2025,SSP2,GRD,0.02,0.00,0.09,0.00
2025,SSP2,GRL,0.01,0.46,0.43,0.00
2025,SSP2,GTM,0.16,0.17,0.03,0.00
2025,SSP2,GUF,0.08,0.23,0.02,0.00
2025,SSP2,GUY,0.02,0.04,0.01,0.00
2025,SSP2,HKG,0.29,0.16,0.26,0.00
2025,SSP2,HND,0.25,0.10,0.03,0.00
2025,SSP2,HRV,0.14,0.28,0.04,0.00
2025,SSP2,HTI,0.06,0.04,0.02,0.00
2025,SSP2,HUN,0.04,0.24,0.48,0.00
2025,SSP2,IDN,0.01,0.10,0.03,0.00
2025,SSP2,IND,0.06,0.09,0.02,0.00
2025,SSP2,IRL,0.09,0.30,0.30,0.00
2025,SSP2,IRN,0.14,0.09,0.00,0.00
2025,SSP2,IRQ,0.10,0.07,0.02,0.00
2025,SSP2,ISL,0.56,0.06,0.20,0.00
2025,SSP2,ISR,0.04,0.32,0.58,0.00
2025,SSP2,ITA,0.03,0.20,0.45,0.00
2025,SSP2,JAM,0.13,0.06,0.01,0.00
2025,SSP2,JOR,0.10,0.54,0.04,0.00
2025,SSP2,JPN,0.00,0.44,0.31,0.00
2025,SSP2,KAZ,0.13,0.22,0.09,0.00
2025,SSP2,KEN,0.10,0.03,0.02,0.00
2025,SSP2,KGZ,0.17,0.06,0.00,0.00
2025,SSP2,KHM,0.11,0.05,0.01,0.00
2025,SSP2,KNA,0.00,0.00,0.10,0.00
2025,SSP2,KOR,0.23,0.32,0.36,0.00
2025,SSP2,KWT,0.16,0.20,0.64,0.00
2025,SSP2,LAO,0.07,0.09,0.02,0.00
2025,SSP2,LBN,0.26,0.12,0.02,0.00
2025,SSP2,LBR,0.10,0.03,0.00,0.00
2025,SSP2,LBY,0.23,0.05,0.00,0.00
2025,SSP2,LCA,0.02,0.02,0.06,0.00
2025,SSP2,LIE,0.00,0.41,0.54,0.00
2025,SSP2,LKA,0.02,0.05,0.03,0.00
2025,SSP2,LSO,0.06,0.03,0.00,0.00
2025,SSP2,LTU,0.08,0.08,0.60,0.00
2025,SSP2,LUX,0.03,0.42,0.50,0.00
2025,SSP2,LVA,0.02,0.25,0.43,0.00
2025,SSP2,MAR,0.34,0.09,0.00,0.00
2025,SSP2,MDA,0.05,0.29,0.00,0.00
2025,SSP2,MDG,0.10,0.01,0.02,0.00
2025,SSP2,MEX,0.17,0.26,0.03,0.00
2025,SSP2,MKD,0.09,0.16,0.03,0.00
2025,SSP2,MLI,0.09,0.02,0.00,0.00
2025,SSP2,MLT,0.05,0.37,0.08,0.00
2025,SSP2,MMR,0.03,0.05,0.00,0.00
2025,SSP2,MNG,0.08,0.00,0.18,0.00
2025,SSP2,MOZ,0.08,0.02,0.00,0.00
2025,SSP2,MRT,0.06,0.02,0.00,0.00
2025,SSP2,MSR,0.10,0.09,0.07,0.00
2025,SSP2,MTQ,0.27,0.08,0.03,0.00
2025,SSP2,MUS,0.14,0.08,0.02,0.00
2025,SSP2,MWI,0.09,0.02,0.01,0.00
2025,SSP2,MYS,0.36,0.17,0.07,0.00
2025,SSP2,NAM,0.22,0.07,0.00,0.00
2025,SSP2,NCL,0.07,0.17,0.03,0.00
2025,SSP2,NER,0.05,0.02,0.00,0.00
2025,SSP2,NGA,0.06,0.04,0.02,0.00
2025,SSP2,NIC,0.10,0.11,0.03,0.00
2025,SSP2,NLD,0.00,0.01,0.98,0.00
2025,SSP2,NOR,0.16,0.01,0.67,0.00
2025,SSP2,NPL,0.10,0.03,0.01,0.00
2025,SSP2,NZL,0.06,0.22,0.53,0.00
2025,SSP2,OMN,0.04,0.20,0.01,0.00
2025,SSP2,PAK,0.22,0.06,0.01,0.00
2025,SSP2,PAN,0.16,0.02,0.17,0.00
2025,SSP2,PER,0.35,0.12,0.01,0.00
2025,SSP2,PHL,0.02,0.08,0.02,0.00
2025,SSP2,PNG,0.08,0.03,0.02,0.00
2025,SSP2,POL,0.00,0.11,0.60,0.00
2025,SSP2,PRI,0.52,0.14,0.00,0.00
2025,SSP2,PRK,0.20,0.12,0.10,0.00
2025,SSP2,PRT,0.04,0.42,0.22,0.00
2025,SSP2,PRY,0.04,0.06,0.07,0.00
2025,SSP2,QAT,0.11,0.12,0.55,0.00
2025,SSP2,REU,0.17,0.02,0.00,0.00
2025,SSP2,ROU,0.07,0.17,0.18,0.00
2025,SSP2,RUS,0.06,0.44,0.06,0.00
2025,SSP2,RWA,0.09,0.02,0.02,0.00
2025,SSP2,SAU,0.07,0.14,0.27,0.00
2025,SSP2,SEN,0.11,0.03,0.00,0.00
2025,SSP2,SGP,0.01,0.17,0.82,0.00
2025,SSP2,SLB,0.14,0.02,0.00,0.00
2025,SSP2,SLE,0.06,0.01,0.00,0.00
2025,SSP2,SLV,0.12,0.05,0.01,0.00
2025,SSP2,SOM,0.04,0.00,0.00,0.00
2025,SSP2,SPM,0.16,0.19,0.01,0.00
2025,SSP2,STP,0.10,0.00,0.00,0.00
2025,SSP2,SUR,0.00,0.01,0.05,0.00
2025,SSP2,SVK,0.12,0.35,0.22,0.00
2025,SSP2,SVN,0.01,0.26,0.32,0.00
2025,SSP2,SWE,0.00,0.03,0.86,0.00
2025,SSP2,SWZ,0.04,0.03,0.01,0.00
2025,SSP2,SYR,0.36,0.13,0.02,0.00
2025,SSP2,TCA,0.04,0.00,0.11,0.00
2025,SSP2,TCD,0.07,0.02,0.00,0.00
2025,SSP2,TGO,0.07,0.01,0.00,0.00
2025,SSP2,THA,0.02,0.03,0.07,0.00
2025,SSP2,TJK,0.15,0.08,0.00,0.00
2025,SSP2,TKM,0.02,0.14,0.13,0.00
2025,SSP2,TLS,0.01,0.11,0.04,0.00
2025,SSP2,TON,0.01,0.03,0.00,0.00
2025,SSP2,TTO,0.10,0.06,0.01,0.00
2025,SSP2,TUN,0.15,0.41,0.03,0.00
2025,SSP2,TUR,0.11,0.22,0.29,0.00
2025,SSP2,TZA,0.07,0.04,0.01,0.00
2025,SSP2,UGA,0.09,0.01,0.02,0.00
2025,SSP2,UKR,0.10,0.31,0.02,0.00
2025,SSP2,URY,0.15,0.22,0.01,0.00
2025,SSP2,USA,0.01,0.26,0.54,0.00
2025,SSP2,UZB,0.14,0.13,0.01,0.00
2025,SSP2,VCT,0.00,0.04,0.02,0.00
2025,SSP2,VEN,0.26,0.13,0.02,0.00
2025,SSP2,VIR,0.24,0.11,0.03,0.00
2025,SSP2,VNM,0.02,0.08,0.01,0.00
2025,SSP2,VUT,0.08,0.03,0.00,0.00
2025,SSP2,WSM,0.01,0.03,0.00,0.00
2025,SSP2,YEM,0.17,0.02,0.00,0.00
2025,SSP2,ZAF,0.31,0.26,0.01,0.00
2025,SSP2,ZMB,0.10,0.05,0.03,0.00
2025,SSP2,ZWE,0.22,0.02,0.01,0.00
2030,SSP2,ABW,0.07,0.00,0.24,0.00
2030,SSP2,AFG,0.11,0.03,0.04,0.00
2030,SSP2,AGO,0.11,0.04,0.00,0.00
2030,SSP2,AIA,0.03,0.00,0.23,0.00
2030,SSP2,ALB,0.19,0.17,0.03,0.00
2030,SSP2,AND,0.02,0.59,0.34,0.00
2030,SSP2,ARE,0.11,0.53,0.23,0.00
2030,SSP2,ARG,0.28,0.17,0.03,0.00
2030,SSP2,ARM,0.37,0.14,0.00,0.00
2030,SSP2,ASM,0.04,0.37,0.17,0.00
2030,SSP2,AUS,0.19,0.22,0.42,0.00
2030,SSP2,AUT,0.00,0.01,0.93,0.00
2030,SSP2,AZE,0.23,0.09,0.03,0.00
2030,SSP2,BDI,0.06,0.06,0.00,0.00
