alpha3,ssp,year,gdp_per_capita,turbulent_economy
CAN,SSP2,2030,63820.65,False
CAN,SSP2,2050,89229.09,False
CAN,SSP2,2100,153047.58,False
CAN,SSP3,2024,57534.09,False
CAN,SSP3,2025,58675.56,False
CAN,SSP3,2030,64064.37,False
CAN,SSP3,2050,82206.91,False
CAN,SSP3,2100,91849.37,False
CAN,SSP4,2024,57534.09,False
CAN,SSP4,2025,58675.56,False
CAN,SSP4,2030,64230.89,False
CAN,SSP4,2050,94657.31,False
CAN,SSP4,2100,151437.52,False
CAN,SSP5,2024,57534.09,False
CAN,SSP5,2025,58675.56,False
CAN,SSP5,2030,63142.68,False
CAN,SSP5,2050,102945.94,False
CAN,SSP5,2100,254328.98,False
CHE,SSP1,2024,85448.06,False
CHE,SSP1,2025,86866.11,False
CHE,SSP1,2030,89983.81,False
CHE,SSP1,2050,105166.9,False
CHE,SSP1,2100,149008.68,False
CHE,SSP2,2024,85448.06,False
CHE,SSP2,2025,86866.11,False
CHE,SSP2,2030,90042.86,False
CHE,SSP2,2050,101177.06,False
CHE,SSP2,2100,133636.25,False
CHE,SSP3,2024,85448.06,False
CHE,SSP3,2025,86866.11,False
CHE,SSP3,2030,90430.39,False
CHE,SSP3,2050,91452.93,False
CHE,SSP3,2100,72724.3,False
CHE,SSP4,2024,85448.06,False
CHE,SSP4,2025,86866.11,False
CHE,SSP4,2030,90469.92,False
CHE,SSP4,2050,103929.28,False
CHE,SSP4,2100,129876.68,False
CHE,SSP5,2024,85448.06,False
CHE,SSP5,2025,86866.11,False
CHE,SSP5,2030,88786.14,False
CHE,SSP5,2050,113219.89,False
CHE,SSP5,2100,231037.04,False
CHL,SSP1,2024,30267.64,False
CHL,SSP1,2025,31235.24,False
CHL,SSP1,2030,33105.28,False
CHL,SSP1,2050,53412.05,False
CHL,SSP1,2100,118788.95,False
CHL,SSP2,2024,30267.64,False
CHL,SSP2,2025,31235.24,False
CHL,SSP2,2030,33003.87,False
CHL,SSP2,2050,48299.4,False
CHL,SSP2,2100,109677.05,False
CHL,SSP3,2024,30267.64,False
CHL,SSP3,2025,31235.24,False
CHL,SSP3,2030,32923.3,False
CHL,SSP3,2050,41282.93,False
CHL,SSP3,2100,51363.09,False
CHL,SSP4,2024,30267.64,False
CHL,SSP4,2025,31235.24,False
CHL,SSP4,2030,32940.81,False
CHL,SSP4,2050,51972.92,False
CHL,SSP4,2100,124260.95,False
CHL,SSP5,2024,30267.64,False
CHL,SSP5,2025,31235.24,False
CHL,SSP5,2030,33080.98,False
CHL,SSP5,2050,61325.21,False
CHL,SSP5,2100,188816.06,False
CHN,SSP1,2024,23841.48,False
CHN,SSP1,2025,25047.37,False
CHN,SSP1,2030,30355.75,False
CHN,SSP1,2050,53700.24,False
CHN,SSP1,2100,116667.7,False
CHN,SSP2,2024,23841.48,False
CHN,SSP2,2025,25047.37,False
CHN,SSP2,2030,30315.91,False
CHN,SSP2,2050,49367.28,False
CHN,SSP2,2100,108135.65,False
CHN,SSP3,2024,23841.48,False
CHN,SSP3,2025,25047.37,False
CHN,SSP3,2030,30192.97,False
CHN,SSP3,2050,42175.5,False
CHN,SSP3,2100,55943.78,False
CHN,SSP4,2024,23841.48,False
CHN,SSP4,2025,25047.37,False
CHN,SSP4,2030,30393.73,False
CHN,SSP4,2050,51085.69,False
CHN,SSP4,2100,107553.66,False
CHN,SSP5,2024,23841.48,False
CHN,SSP5,2025,25047.37,False
CHN,SSP5,2030,30470.65,False
CHN,SSP5,2050,61843.58,False
CHN,SSP5,2100,183234.19,False
CIV,SSP1,2024,6747.04,False
CIV,SSP1,2025,7024.71,False
CIV,SSP1,2030,8696.01,False
CIV,SSP1,2050,19296.95,False
CIV,SSP1,2100,75052.63,False
CIV,SSP2,2024,6747.04,False
CIV,SSP2,2025,7024.71,False
CIV,SSP2,2030,8590.56,False
CIV,SSP2,2050,16966.79,False
CIV,SSP2,2100,62152.04,False
CIV,SSP3,2024,6747.04,False
CIV,SSP3,2025,7024.71,False
CIV,SSP3,2030,8526.91,False
CIV,SSP3,2050,13931.43,False
CIV,SSP3,2100,24878.6,False
CIV,SSP4,2024,6747.04,False
CIV,SSP4,2025,7024.71,False
CIV,SSP4,2030,8547.36,False
CIV,SSP4,2050,14947.58,False
CIV,SSP4,2100,41458.55,False
CIV,SSP5,2024,6747.04,False
CIV,SSP5,2025,7024.71,False
CIV,SSP5,2030,8744.47,False
CIV,SSP5,2050,22380.77,False
CIV,SSP5,2100,121812.1,False
CMR,SSP1,2024,4916.93,False
CMR,SSP1,2025,4987.23,False
CMR,SSP1,2030,5688.26,False
CMR,SSP1,2050,12630.72,False
CMR,SSP1,2100,69062.81,False
CMR,SSP2,2024,4916.93,False
CMR,SSP2,2025,4987.23,False
CMR,SSP2,2030,5635.9,False
CMR,SSP2,2050,10892.85,False
CMR,SSP2,2100,55078.33,False
CMR,SSP3,2024,4916.93,False
CMR,SSP3,2025,4987.23,False
CMR,SSP3,2030,5602.97,False
CMR,SSP3,2050,8663.96,False
CMR,SSP3,2100,19750.06,False
CMR,SSP4,2024,4916.93,False
CMR,SSP4,2025,4987.23,False
CMR,SSP4,2030,5605.96,False
CMR,SSP4,2050,9403.09,False
CMR,SSP4,2100,36188.37,False
CMR,SSP5,2024,4916.93,False
CMR,SSP5,2025,4987.23,False
CMR,SSP5,2030,5700.02,False
CMR,SSP5,2050,14788.96,False
CMR,SSP5,2100,112957.31,False
COD,SSP1,2024,1601.71,False
COD,SSP1,2025,1648.95,False
COD,SSP1,2030,1879.36,False
COD,SSP1,2050,4882.49,False
COD,SSP1,2100,40692.51,False
COD,SSP2,2024,1601.71,False
COD,SSP2,2025,1648.95,False
COD,SSP2,2030,1836.24,False
COD,SSP2,2050,3834.5,False
COD,SSP2,2100,26108.51,False
COD,SSP3,2024,1601.71,False
COD,SSP3,2025,1648.95,False
COD,SSP3,2030,1805.86,False
COD,SSP3,2050,2868.4,False
COD,SSP3,2100,6237.67,False
COD,SSP4,2024,1601.71,False
COD,SSP4,2025,1648.95,False
COD,SSP4,2030,1806.87,False
COD,SSP4,2050,2933.23,False
COD,SSP4,2100,6863.7,False
COD,SSP5,2024,1601.71,False
COD,SSP5,2025,1648.95,False
COD,SSP5,2030,1881.31,False
COD,SSP5,2050,5795.44,False
COD,SSP5,2100,68352.47,False
COG,SSP1,2024,6152.57,False
COG,SSP1,2025,6182.66,False
COG,SSP1,2030,6789.01,False
COG,SSP1,2050,12266.23,False
COG,SSP1,2100,60360.57,False
COG,SSP2,2024,6152.57,False
COG,SSP2,2025,6182.66,False
COG,SSP2,2030,6726.17,False
COG,SSP2,2050,10592.56,False
COG,SSP2,2100,48176.76,False
COG,SSP3,2024,6152.57,False
COG,SSP3,2025,6182.66,False
COG,SSP3,2030,6705.92,False
COG,SSP3,2050,8590.76,False
COG,SSP3,2100,16594.3,False
COG,SSP4,2024,6152.57,False
COG,SSP4,2025,6182.66,False
COG,SSP4,2030,6698.45,False
COG,SSP4,2050,9289.26,False
COG,SSP4,2100,30395.22,False
COG,SSP5,2024,6152.57,False
COG,SSP5,2025,6182.66,False
COG,SSP5,2030,6782.59,False
COG,SSP5,2050,14151.06,False
COG,SSP5,2100,98546.49,False
COL,SSP1,2024,18481.84,False
COL,SSP1,2025,19216.69,False
COL,SSP1,2030,21604.6,False
COL,SSP1,2050,45066.34,False
COL,SSP1,2100,131620.61,False
COL,SSP2,2024,18481.84,False
COL,SSP2,2025,19216.69,False
COL,SSP2,2030,21457.05,False
COL,SSP2,2050,39479.8,False
COL,SSP2,2100,115347.37,False
COL,SSP3,2024,18481.84,False
COL,SSP3,2025,19216.69,False
COL,SSP3,2030,21286.23,False
COL,SSP3,2050,32212.4,False
COL,SSP3,2100,47674.9,False
COL,SSP4,2024,18481.84,False
COL,SSP4,2025,19216.69,False
COL,SSP4,2030,21355.17,False
COL,SSP4,2050,40609.32,False
COL,SSP4,2100,123298.52,False
COL,SSP5,2024,18481.84,False
COL,SSP5,2025,19216.69,False
COL,SSP5,2030,21712.67,False
COL,SSP5,2050,52872.82,False
COL,SSP5,2100,209977.76,False
COM,SSP1,2024,3556.04,False
COM,SSP1,2025,3592.93,False
COM,SSP1,2030,4126.22,False
COM,SSP1,2050,12996.84,False
COM,SSP1,2100,67848.09,False
COM,SSP2,2024,3556.04,False
COM,SSP2,2025,3592.93,False
COM,SSP2,2030,4062.66,False
COM,SSP2,2050,10412.42,False
COM,SSP2,2100,52083.0,False
COM,SSP3,2024,3556.04,False
COM,SSP3,2025,3592.93,False
COM,SSP3,2030,3991.31,False
COM,SSP3,2050,7400.57,False
COM,SSP3,2100,18320.14,False
COM,SSP4,2024,3556.04,False
COM,SSP4,2025,3592.93,False
COM,SSP4,2030,4006.65,False
COM,SSP4,2050,8407.49,False
COM,SSP4,2100,33583.08,False
COM,SSP5,2024,3556.04,False
COM,SSP5,2025,3592.93,False
COM,SSP5,2030,4170.91,False
COM,SSP5,2050,16000.06,False
COM,SSP5,2100,111121.6,False
CPV,SSP1,2024,9825.53,False
CPV,SSP1,2025,10440.75,False
CPV,SSP1,2030,12725.21,False
CPV,SSP1,2050,23990.01,False
CPV,SSP1,2100,61063.8,False
CPV,SSP2,2024,9825.53,False
CPV,SSP2,2025,10440.75,False
CPV,SSP2,2030,12623.7,False
CPV,SSP2,2050,21519.05,False
CPV,SSP2,2100,54627.61,False
CPV,SSP3,2024,9825.53,False
CPV,SSP3,2025,10440.75,False
CPV,SSP3,2030,12468.29,False
CPV,SSP3,2050,17791.89,False
CPV,SSP3,2100,25656.49,False
CPV,SSP4,2024,9825.53,False
CPV,SSP4,2025,10440.75,False
CPV,SSP4,2030,12534.55,False
CPV,SSP4,2050,19532.04,False
CPV,SSP4,2100,42902.77,False
CPV,SSP5,2024,9825.53,False
CPV,SSP5,2025,10440.75,False
CPV,SSP5,2030,12888.32,False
CPV,SSP5,2050,28605.0,False
CPV,SSP5,2100,100496.6,False
CRI,SSP1,2024,27325.05,False
CRI,SSP1,2025,28500.81,False
CRI,SSP1,2030,31954.95,False
CRI,SSP1,2050,57293.37,False
CRI,SSP1,2100,126093.11,False
CRI,SSP2,2024,27325.05,False
CRI,SSP2,2025,28500.81,False
CRI,SSP2,2030,31813.2,False
CRI,SSP2,2050,53768.51,False
CRI,SSP2,2100,118010.12,False
CRI,SSP3,2024,27325.05,False
CRI,SSP3,2025,28500.81,False
CRI,SSP3,2030,31719.72,False
CRI,SSP3,2050,49102.3,False
CRI,SSP3,2100,72340.35,False
CRI,SSP4,2024,27325.05,False
CRI,SSP4,2025,28500.81,False
CRI,SSP4,2030,31703.39,False
CRI,SSP4,2050,54205.97,False
CRI,SSP4,2100,126528.71,False
CRI,SSP5,2024,27325.05,False
CRI,SSP5,2025,28500.81,False
CRI,SSP5,2030,31890.2,False
CRI,SSP5,2050,63925.84,False
CRI,SSP5,2100,200021.73,False
CUW,SSP1,2024,28762.06,False
CUW,SSP1,2025,29509.28,False
CUW,SSP1,2030,33143.66,False
CUW,SSP1,2050,61914.27,False
CUW,SSP1,2100,216701.86,False
CUW,SSP2,2024,28762.06,False
CUW,SSP2,2025,29507.24,False
CUW,SSP2,2030,32951.84,False
CUW,SSP2,2050,54115.95,False
CUW,SSP2,2100,191519.02,False
CUW,SSP3,2024,28762.06,False
CUW,SSP3,2025,29476.82,False
CUW,SSP3,2030,32534.97,False
CUW,SSP3,2050,41997.85,False
CUW,SSP3,2100,81553.35,False
CUW,SSP4,2024,28762.06,False
CUW,SSP4,2025,29504.6,False
CUW,SSP4,2030,32947.15,False
CUW,SSP4,2050,59042.85,False
CUW,SSP4,2100,204192.99,False
CUW,SSP5,2024,28762.06,False
CUW,SSP5,2025,29536.89,False
CUW,SSP5,2030,33048.75,False
CUW,SSP5,2050,71931.9,False
CUW,SSP5,2100,361693.71,False
CYP,SSP1,2024,52861.84,False
CYP,SSP1,2025,54547.83,False
CYP,SSP1,2030,61410.61,False
CYP,SSP1,2050,92495.03,False
CYP,SSP1,2100,190359.73,False
CYP,SSP2,2024,52861.84,False
CYP,SSP2,2025,54547.83,False
CYP,SSP2,2030,61412.37,False
CYP,SSP2,2050,86647.09,False
CYP,SSP2,2100,170894.18,False
CYP,SSP3,2024,52861.84,False
CYP,SSP3,2025,54547.83,False
CYP,SSP3,2030,61776.6,False
CYP,SSP3,2050,76953.19,False
CYP,SSP3,2100,92482.27,False
CYP,SSP4,2024,52861.84,False
CYP,SSP4,2025,54547.83,False
CYP,SSP4,2030,61730.58,False
CYP,SSP4,2050,92569.2,False
CYP,SSP4,2100,178935.1,False
CYP,SSP5,2024,52861.84,False
CYP,SSP5,2025,54547.83,False
CYP,SSP5,2030,60402.29,False
CYP,SSP5,2050,100045.68,False
CYP,SSP5,2100,294753.14,False
CZE,SSP1,2024,47972.53,False
CZE,SSP1,2025,48569.72,False
CZE,SSP1,2030,53329.48,False
CZE,SSP1,2050,75404.7,False
CZE,SSP1,2100,122837.05,False
CZE,SSP2,2024,47972.53,False
CZE,SSP2,2025,48569.72,False
CZE,SSP2,2030,53347.31,False
CZE,SSP2,2050,71161.54,False
CZE,SSP2,2100,115398.8,False
CZE,SSP3,2024,47972.53,False
CZE,SSP3,2025,48569.72,False
CZE,SSP3,2030,53290.15,False
CZE,SSP3,2050,60952.25,False
CZE,SSP3,2100,61768.18,False
CZE,SSP4,2024,47972.53,False
CZE,SSP4,2025,48569.72,False
CZE,SSP4,2030,53653.07,False
CZE,SSP4,2050,75285.1,False
CZE,SSP4,2100,113590.83,False
CZE,SSP5,2024,47972.53,False
CZE,SSP5,2025,48569.72,False
CZE,SSP5,2030,53249.34,False
CZE,SSP5,2050,84524.99,False
CZE,SSP5,2100,189370.91,False
DEU,SSP1,2024,62654.6,False
DEU,SSP1,2025,63451.09,False
DEU,SSP1,2030,67207.39,False
DEU,SSP1,2050,91228.12,False
DEU,SSP1,2100,144718.96,False
DEU,SSP2,2024,62654.6,False
DEU,SSP2,2025,63451.09,False
DEU,SSP2,2030,67270.7,False
DEU,SSP2,2050,85957.32,False
DEU,SSP2,2100,130760.04,False
DEU,SSP3,2024,62654.6,False
DEU,SSP3,2025,63451.09,False
DEU,SSP3,2030,67388.92,False
DEU,SSP3,2050,76012.92,False
DEU,SSP3,2100,72387.04,False
DEU,SSP4,2024,62654.6,False
DEU,SSP4,2025,63451.09,False
DEU,SSP4,2030,67634.86,False
DEU,SSP4,2050,91341.54,False
DEU,SSP4,2100,133177.26,False
DEU,SSP5,2024,62654.6,False
DEU,SSP5,2025,63451.09,False
DEU,SSP5,2030,66785.89,False
DEU,SSP5,2050,100650.33,False
DEU,SSP5,2100,223175.13,False
DJI,SSP1,2024,6871.12,False
DJI,SSP1,2025,7111.4,False
DJI,SSP1,2030,8918.73,False
DJI,SSP1,2050,20681.1,False
DJI,SSP1,2100,68700.93,False
DJI,SSP2,2024,6871.12,False
DJI,SSP2,2025,7111.4,False
DJI,SSP2,2030,8826.83,False
DJI,SSP2,2050,18998.2,False
DJI,SSP2,2100,60735.21,False
DJI,SSP3,2024,6871.12,False
DJI,SSP3,2025,7111.4,False
DJI,SSP3,2030,8756.02,False
DJI,SSP3,2050,15954.53,False
DJI,SSP3,2100,29622.15,False
DJI,SSP4,2024,6871.12,False
DJI,SSP4,2025,7111.4,False
DJI,SSP4,2030,8760.7,False
DJI,SSP4,2050,17500.59,False
DJI,SSP4,2100,50790.32,False
DJI,SSP5,2024,6871.12,False
DJI,SSP5,2025,7111.4,False
DJI,SSP5,2030,8922.38,False
DJI,SSP5,2050,23468.92,False
DJI,SSP5,2100,108338.82,False
DNK,SSP1,2024,71034.58,False
DNK,SSP1,2025,72709.58,False
DNK,SSP1,2030,76903.93,False
DNK,SSP1,2050,99466.29,False
DNK,SSP1,2100,145162.14,False
DNK,SSP2,2024,71034.58,False
DNK,SSP2,2025,72709.58,False
DNK,SSP2,2030,76923.7,False
DNK,SSP2,2050,94996.8,False
DNK,SSP2,2100,134339.51,False
DNK,SSP3,2024,71034.58,False
DNK,SSP3,2025,72709.58,False
DNK,SSP3,2030,76898.0,False
DNK,SSP3,2050,83572.8,False
DNK,SSP3,2100,71792.09,False
DNK,SSP4,2024,71034.58,False
DNK,SSP4,2025,72709.58,False
DNK,SSP4,2030,77407.4,False
DNK,SSP4,2050,99269.69,False
DNK,SSP4,2100,131888.42,False
DNK,SSP5,2024,71034.58,False
DNK,SSP5,2025,72709.58,False
DNK,SSP5,2030,76546.45,False
DNK,SSP5,2050,109698.21,False
DNK,SSP5,2100,223612.86,False
DOM,SSP1,2024,24229.89,False
DOM,SSP1,2025,25419.78,False
DOM,SSP1,2030,31273.85,False
DOM,SSP1,2050,62179.88,False
DOM,SSP1,2100,154504.01,False
DOM,SSP2,2024,24229.89,False
DOM,SSP2,2025,25419.78,False
DOM,SSP2,2030,31008.61,False
DOM,SSP2,2050,54508.88,False
DOM,SSP2,2100,132866.06,False
DOM,SSP3,2024,24229.89,False
DOM,SSP3,2025,25419.78,False
DOM,SSP3,2030,30635.25,False
DOM,SSP3,2050,43947.97,False
DOM,SSP3,2100,57923.16,False
DOM,SSP4,2024,24229.89,False
DOM,SSP4,2025,25419.78,False
DOM,SSP4,2030,30806.03,False
DOM,SSP4,2050,55328.84,False
DOM,SSP4,2100,139127.03,False
DOM,SSP5,2024,24229.89,False
DOM,SSP5,2025,25419.78,False
DOM,SSP5,2030,31570.59,False
DOM,SSP5,2050,73542.4,False
DOM,SSP5,2100,248794.33,False
DZA,SSP1,2024,15501.92,False
DZA,SSP1,2025,15743.12,False
DZA,SSP1,2030,16307.91,False
DZA,SSP1,2050,25024.22,False
DZA,SSP1,2100,107634.03,False
DZA,SSP2,2024,15501.92,False
DZA,SSP2,2025,15743.12,False
DZA,SSP2,2030,16192.06,False
DZA,SSP2,2050,21403.92,False
DZA,SSP2,2100,80549.24,False
DZA,SSP3,2024,15501.92,False
DZA,SSP3,2025,15743.12,False
DZA,SSP3,2030,16093.44,False
DZA,SSP3,2050,16866.4,False
DZA,SSP3,2100,21122.51,False
DZA,SSP4,2024,15501.92,False
DZA,SSP4,2025,15743.12,False
DZA,SSP4,2030,16115.15,False
DZA,SSP4,2050,18551.79,False
DZA,SSP4,2100,44731.36,False
DZA,SSP5,2024,15501.92,False
DZA,SSP5,2025,15743.12,False
DZA,SSP5,2030,16346.99,False
DZA,SSP5,2050,29648.87,False
DZA,SSP5,2100,179484.73,False
ECU,SSP1,2024,13922.42,False
ECU,SSP1,2025,14119.36,False
ECU,SSP1,2030,15490.75,False
ECU,SSP1,2050,27910.93,False
ECU,SSP1,2100,90624.74,False
ECU,SSP2,2024,13922.42,False
ECU,SSP2,2025,14119.36,False
ECU,SSP2,2030,15374.93,False
ECU,SSP2,2050,24336.61,False
ECU,SSP2,2100,78453.28,False
ECU,SSP3,2024,13922.42,False
ECU,SSP3,2025,14119.36,False
ECU,SSP3,2030,15245.58,False
ECU,SSP3,2050,19649.86,False
ECU,SSP3,2100,30028.89,False
ECU,SSP4,2024,13922.42,False
ECU,SSP4,2025,14119.36,False
ECU,SSP4,2030,15268.96,False
ECU,SSP4,2050,24868.81,False
ECU,SSP4,2100,84264.75,False
ECU,SSP5,2024,13922.42,False
ECU,SSP5,2025,14119.36,False
ECU,SSP5,2030,15558.66,False
ECU,SSP5,2050,32918.74,False
ECU,SSP5,2100,146581.64,False
EGY,SSP1,2024,16798.15,False
EGY,SSP1,2025,17263.42,False
EGY,SSP1,2030,21439.89,False
EGY,SSP1,2050,54648.86,False
EGY,SSP1,2100,196423.15,False
EGY,SSP2,2024,16798.15,False
EGY,SSP2,2025,17263.42,False
EGY,SSP2,2030,21200.45,False
EGY,SSP2,2050,44307.82,False
EGY,SSP2,2100,154697.61,False
EGY,SSP3,2024,16798.15,False
EGY,SSP3,2025,17263.42,False
EGY,SSP3,2030,20970.9,False
EGY,SSP3,2050,32692.08,False
EGY,SSP3,2100,50914.13,False
EGY,SSP4,2024,16798.15,False
EGY,SSP4,2025,17263.42,False
EGY,SSP4,2030,20994.64,False
EGY,SSP4,2050,36510.6,False
EGY,SSP4,2100,94523.46,False
EGY,SSP5,2024,16798.15,False
EGY,SSP5,2025,17263.42,False
EGY,SSP5,2030,21507.41,False
EGY,SSP5,2050,65333.43,False
EGY,SSP5,2100,316012.79,False
ESP,SSP1,2024,48460.29,False
ESP,SSP1,2025,50137.26,False
ESP,SSP1,2030,53397.18,False
ESP,SSP1,2050,78225.8,False
ESP,SSP1,2100,143340.51,False
ESP,SSP2,2024,48460.29,False
ESP,SSP2,2025,50137.26,False
ESP,SSP2,2030,53449.74,False
ESP,SSP2,2050,73300.61,False
ESP,SSP2,2100,125552.64,False
ESP,SSP3,2024,48460.29,False
ESP,SSP3,2025,50137.26,False
ESP,SSP3,2030,53771.69,False
ESP,SSP3,2050,66056.41,False
ESP,SSP3,2100,70590.12,False
ESP,SSP4,2024,48460.29,False
ESP,SSP4,2025,50137.26,False
ESP,SSP4,2030,53670.03,False
ESP,SSP4,2050,77919.64,False
ESP,SSP4,2100,128098.05,False
ESP,SSP5,2024,48460.29,False
ESP,SSP5,2025,50137.26,False
ESP,SSP5,2030,52651.88,False
ESP,SSP5,2050,84664.51,False
ESP,SSP5,2100,219988.65,False
EST,SSP1,2024,41185.83,False
EST,SSP1,2025,41654.64,False
EST,SSP1,2030,50674.43,False
EST,SSP1,2050,71880.28,False
EST,SSP1,2100,95411.78,False
EST,SSP2,2024,41185.83,False
EST,SSP2,2025,41654.64,False
EST,SSP2,2030,50622.62,False
EST,SSP2,2050,68886.51,False
EST,SSP2,2100,92303.85,False
EST,SSP3,2024,41185.83,False
EST,SSP3,2025,41654.64,False
EST,SSP3,2030,50252.23,False
EST,SSP3,2050,58145.64,False
EST,SSP3,2100,49114.37,False
EST,SSP4,2024,41185.83,False
EST,SSP4,2025,41654.64,False
EST,SSP4,2030,50990.84,False
EST,SSP4,2050,71994.25,False
EST,SSP4,2100,89681.97,False
EST,SSP5,2024,41185.83,False
EST,SSP5,2025,41654.64,False
EST,SSP5,2030,51125.93,False
EST,SSP5,2050,81244.68,False
EST,SSP5,2100,144792.34,False
ETH,SSP1,2024,2892.22,False
ETH,SSP1,2025,2998.7,False
ETH,SSP1,2030,3818.54,False
ETH,SSP1,2050,10748.96,False
ETH,SSP1,2100,65927.86,False
ETH,SSP2,2024,2892.22,False
ETH,SSP2,2025,2998.7,False
ETH,SSP2,2030,3740.56,False
ETH,SSP2,2050,8580.07,False
ETH,SSP2,2100,46468.88,False
ETH,SSP3,2024,2892.22,False
ETH,SSP3,2025,2998.7,False
ETH,SSP3,2030,3687.8,False
ETH,SSP3,2050,6313.05,False
ETH,SSP3,2100,11812.52,False
ETH,SSP4,2024,2892.22,False
ETH,SSP4,2025,2998.7,False
ETH,SSP4,2030,3685.82,False
ETH,SSP4,2050,6388.5,False
ETH,SSP4,2100,12648.51,False
ETH,SSP5,2024,2892.22,False
ETH,SSP5,2025,2998.7,False
ETH,SSP5,2030,3822.65,False
ETH,SSP5,2050,12791.39,False
ETH,SSP5,2100,108919.9,False
FIN,SSP1,2024,55901.32,False
FIN,SSP1,2025,56705.06,False
FIN,SSP1,2030,61178.26,False
FIN,SSP1,2050,81439.85,False
FIN,SSP1,2100,134216.2,False
FIN,SSP2,2024,55901.32,False
FIN,SSP2,2025,56705.06,False
FIN,SSP2,2030,61229.99,False
FIN,SSP2,2050,76938.32,False
FIN,SSP2,2100,121133.78,False
FIN,SSP3,2024,55901.32,False
FIN,SSP3,2025,56705.06,False
FIN,SSP3,2030,61287.79,False
FIN,SSP3,2050,67848.97,False
FIN,SSP3,2100,66396.06,False
FIN,SSP4,2024,55901.32,False
FIN,SSP4,2025,56705.06,False
FIN,SSP4,2030,61557.06,False
FIN,SSP4,2050,81140.73,False
FIN,SSP4,2100,119290.79,False
FIN,SSP5,2024,55901.32,False
FIN,SSP5,2025,56705.06,False
FIN,SSP5,2030,60927.82,False
FIN,SSP5,2050,89999.73,False
FIN,SSP5,2100,204633.37,False
FJI,SSP1,2024,13592.46,False
FJI,SSP1,2025,14298.4,False
FJI,SSP1,2030,16636.33,False
FJI,SSP1,2050,34965.28,False
FJI,SSP1,2100,127045.59,False
FJI,SSP2,2024,13592.46,False
FJI,SSP2,2025,14298.4,False
FJI,SSP2,2030,16507.33,False
FJI,SSP2,2050,30492.88,False
FJI,SSP2,2100,111398.7,False
FJI,SSP3,2024,13592.46,False
FJI,SSP3,2025,14298.4,False
FJI,SSP3,2030,16152.09,False
FJI,SSP3,2050,23214.84,False
FJI,SSP3,2100,47088.52,False
FJI,SSP4,2024,13592.46,False
FJI,SSP4,2025,14298.4,False
FJI,SSP4,2030,16401.27,False
FJI,SSP4,2050,30811.82,False
FJI,SSP4,2100,112244.41,False
FJI,SSP5,2024,13592.46,False
FJI,SSP5,2025,14298.4,False
FJI,SSP5,2030,17149.87,False
FJI,SSP5,2050,44083.0,False
FJI,SSP5,2100,205940.8,False
FRA,SSP1,2024,54799.35,False
FRA,SSP1,2025,55958.34,False
FRA,SSP1,2030,59858.73,False
FRA,SSP1,2050,77891.64,False
FRA,SSP1,2100,131718.65,False
FRA,SSP2,2024,54799.35,False
FRA,SSP2,2025,55958.34,False
FRA,SSP2,2030,59847.01,False
FRA,SSP2,2050,73432.15,False
FRA,SSP2,2100,115328.31,False
FRA,SSP3,2024,54799.35,False
FRA,SSP3,2025,55958.34,False
FRA,SSP3,2030,59755.05,False
FRA,SSP3,2050,65610.39,False
FRA,SSP3,2100,65352.27,False
FRA,SSP4,2024,54799.35,False
FRA,SSP4,2025,55958.34,False
FRA,SSP4,2030,60199.23,False
FRA,SSP4,2050,77666.68,False
FRA,SSP4,2100,117489.45,False
FRA,SSP5,2024,54799.35,False
FRA,SSP5,2025,55958.34,False
FRA,SSP5,2030,59727.67,False
FRA,SSP5,2050,86256.0,False
FRA,SSP5,2100,204450.84,False
FSM,SSP1,2024,3911.27,False
FSM,SSP1,2025,3926.95,False
FSM,SSP1,2030,4095.03,False
FSM,SSP1,2050,11088.24,False
FSM,SSP1,2100,114969.59,False
FSM,SSP2,2024,3911.27,False
FSM,SSP2,2025,3926.95,False
FSM,SSP2,2030,4061.54,False
FSM,SSP2,2050,8760.45,False
FSM,SSP2,2100,91626.74,False
FSM,SSP3,2024,3911.27,False
FSM,SSP3,2025,3926.95,False
FSM,SSP3,2030,3955.13,False
FSM,SSP3,2050,5742.47,False
FSM,SSP3,2100,24362.44,False
FSM,SSP4,2024,3911.27,False
FSM,SSP4,2025,3926.95,False
FSM,SSP4,2030,4024.75,False
FSM,SSP4,2050,6925.18,False
FSM,SSP4,2100,55652.42,False
FSM,SSP5,2024,3911.27,False
FSM,SSP5,2025,3926.95,False
FSM,SSP5,2030,4253.49,False
FSM,SSP5,2050,14577.98,False
FSM,SSP5,2100,189727.38,False
GAB,SSP1,2024,18923.66,False
GAB,SSP1,2025,18997.52,False
GAB,SSP1,2030,20363.34,False
GAB,SSP1,2050,32773.5,False
GAB,SSP1,2100,87299.14,False
GAB,SSP2,2024,18923.66,False
GAB,SSP2,2025,18997.52,False
GAB,SSP2,2030,20256.94,False
GAB,SSP2,2050,30026.31,False
GAB,SSP2,2100,78173.62,False
GAB,SSP3,2024,18923.66,False
GAB,SSP3,2025,18997.52,False
GAB,SSP3,2030,20244.01,False
GAB,SSP3,2050,25948.94,False
GAB,SSP3,2100,37429.19,False
GAB,SSP4,2024,18923.66,False
GAB,SSP4,2025,18997.52,False
GAB,SSP4,2030,20208.57,False
GAB,SSP4,2050,29516.0,False
GAB,SSP4,2100,75190.36,False
GAB,SSP5,2024,18923.66,False
GAB,SSP5,2025,18997.52,False
GAB,SSP5,2030,20289.14,False
